"X","Y","malpi_aster_w4u3_rit"
581728.327152,4439048.837389,1058.000000
581755.603105,4439048.837389,1064.000000
581782.879058,4439048.837389,1073.000000
581810.155011,4439048.837389,1078.000000
581837.430964,4439048.837389,1084.000000
581864.706917,4439048.837389,1084.000000
581891.982870,4439048.837389,1082.000000
581919.258823,4439048.837389,1079.000000
581946.534776,4439048.837389,1074.000000
581973.810729,4439048.837389,1070.000000
582001.086682,4439048.837389,1065.000000
582028.362635,4439048.837389,1060.000000
582055.638588,4439048.837389,1063.000000
582082.914541,4439048.837389,1068.000000
582110.190494,4439048.837389,1072.000000
582137.466447,4439048.837389,1074.000000
582164.742400,4439048.837389,1075.000000
582192.018353,4439048.837389,1077.000000
582219.294306,4439048.837389,1081.000000
582246.570259,4439048.837389,1085.000000
582273.846212,4439048.837389,1086.000000
582301.122165,4439048.837389,1089.000000
582328.398118,4439048.837389,1093.000000
582355.674071,4439048.837389,1098.000000
582382.950024,4439048.837389,1102.000000
582410.225977,4439048.837389,1119.000000
582437.501930,4439048.837389,1128.000000
582464.777883,4439048.837389,1142.000000
582492.053836,4439048.837389,1157.000000
582519.329789,4439048.837389,1183.000000
582546.605742,4439048.837389,1215.000000
582573.881695,4439048.837389,1232.000000
582601.157648,4439048.837389,1251.000000
582628.433601,4439048.837389,1257.000000
582655.709554,4439048.837389,1258.000000
582682.985507,4439048.837389,1254.000000
582710.261460,4439048.837389,1250.000000
582737.537413,4439048.837389,1248.000000
582764.813366,4439048.837389,1248.000000
582792.089319,4439048.837389,1247.000000
582819.365272,4439048.837389,1248.000000
582846.641225,4439048.837389,1246.000000
582873.917178,4439048.837389,1241.000000
582901.193131,4439048.837389,1235.000000
582928.469084,4439048.837389,1233.000000
582955.745037,4439048.837389,1227.000000
582983.020990,4439048.837389,1210.000000
583010.296943,4439048.837389,1206.000000
583037.572896,4439048.837389,1203.000000
583064.848849,4439048.837389,1199.000000
583092.124802,4439048.837389,1196.000000
583119.400755,4439048.837389,1192.000000
583146.676708,4439048.837389,1186.000000
583173.952661,4439048.837389,1179.000000
583201.228614,4439048.837389,1169.000000
583228.504567,4439048.837389,1155.000000
583255.780520,4439048.837389,1141.000000
583283.056473,4439048.837389,1132.000000
583310.332426,4439048.837389,1110.000000
583337.608379,4439048.837389,1103.000000
583364.884332,4439048.837389,1097.000000
583392.160285,4439048.837389,1092.000000
583419.436238,4439048.837389,1089.000000
583446.712191,4439048.837389,1081.000000
583473.988144,4439048.837389,1077.000000
583501.264097,4439048.837389,1053.000000
583528.540050,4439048.837389,1050.000000
583555.816003,4439048.837389,1047.000000
583583.091956,4439048.837389,1040.000000
583610.367909,4439048.837389,1029.000000
583637.643862,4439048.837389,1018.000000
583664.919815,4439048.837389,1003.000000
583692.195768,4439048.837389,1000.000000
583719.471721,4439048.837389,987.000000
583746.747674,4439048.837389,983.000000
583774.023627,4439048.837389,978.000000
583801.299580,4439048.837389,972.000000
583828.575533,4439048.837389,965.000000
583855.851486,4439048.837389,938.000000
583883.127439,4439048.837389,925.000000
583910.403392,4439048.837389,911.000000
583937.679345,4439048.837389,907.000000
583964.955298,4439048.837389,907.000000
583992.231251,4439048.837389,909.000000
584019.507204,4439048.837389,917.000000
584046.783157,4439048.837389,916.000000
584074.059110,4439048.837389,916.000000
584101.335063,4439048.837389,910.000000
584128.611016,4439048.837389,909.000000
584155.886969,4439048.837389,906.000000
584183.162922,4439048.837389,903.000000
584210.438875,4439048.837389,902.000000
584237.714828,4439048.837389,901.000000
584264.990781,4439048.837389,899.000000
584292.266734,4439048.837389,897.000000
584319.542687,4439048.837389,894.000000
584346.818640,4439048.837389,886.000000
584374.094593,4439048.837389,886.000000
584401.370546,4439048.837389,887.000000
584428.646499,4439048.837389,882.000000
584455.922452,4439048.837389,878.000000
584483.198405,4439048.837389,884.000000
584510.474358,4439048.837389,883.000000
584537.750311,4439048.837389,880.000000
584565.026264,4439048.837389,878.000000
584592.302217,4439048.837389,876.000000
584619.578170,4439048.837389,878.000000
584646.854123,4439048.837389,882.000000
584674.130076,4439048.837389,884.000000
584701.406029,4439048.837389,885.000000
584728.681982,4439048.837389,885.000000
584755.957935,4439048.837389,885.000000
584783.233888,4439048.837389,886.000000
584810.509841,4439048.837389,886.000000
584837.785794,4439048.837389,885.000000
584865.061747,4439048.837389,881.000000
584892.337700,4439048.837389,880.000000
584919.613653,4439048.837389,881.000000
584946.889606,4439048.837389,885.000000
584974.165559,4439048.837389,889.000000
585001.441512,4439048.837389,892.000000
585028.717465,4439048.837389,893.000000
585055.993418,4439048.837389,892.000000
585083.269371,4439048.837389,892.000000
585110.545324,4439048.837389,893.000000
585137.821277,4439048.837389,895.000000
585165.097230,4439048.837389,896.000000
585192.373183,4439048.837389,898.000000
585219.649136,4439048.837389,901.000000
585246.925089,4439048.837389,905.000000
585274.201042,4439048.837389,909.000000
585301.476995,4439048.837389,915.000000
585328.752948,4439048.837389,915.000000
585356.028901,4439048.837389,914.000000
585383.304854,4439048.837389,913.000000
585410.580807,4439048.837389,913.000000
585437.856760,4439048.837389,910.000000
585465.132713,4439048.837389,905.000000
585492.408666,4439048.837389,903.000000
585519.684619,4439048.837389,900.000000
585546.960572,4439048.837389,903.000000
585574.236525,4439048.837389,905.000000
585601.512478,4439048.837389,904.000000
585628.788431,4439048.837389,899.000000
585656.064384,4439048.837389,893.000000
585683.340337,4439048.837389,890.000000
585710.616290,4439048.837389,887.000000
585737.892243,4439048.837389,882.000000
585765.168196,4439048.837389,879.000000
585792.444149,4439048.837389,876.000000
585819.720102,4439048.837389,867.000000
585846.996055,4439048.837389,860.000000
585874.272008,4439048.837389,857.000000
585901.547961,4439048.837389,856.000000
585928.823914,4439048.837389,853.000000
585956.099867,4439048.837389,849.000000
585983.375820,4439048.837389,842.000000
586010.651773,4439048.837389,831.000000
586037.927726,4439048.837389,829.000000
586065.203679,4439048.837389,826.000000
586092.479632,4439048.837389,821.000000
586119.755585,4439048.837389,815.000000
586147.031538,4439048.837389,810.000000
586174.307491,4439048.837389,807.000000
586201.583444,4439048.837389,798.000000
586228.859397,4439048.837389,792.000000
586256.135350,4439048.837389,787.000000
586283.411303,4439048.837389,783.000000
586310.687256,4439048.837389,776.000000
586337.963209,4439048.837389,768.000000
586365.239162,4439048.837389,756.000000
586392.515115,4439048.837389,750.000000
586419.791068,4439048.837389,745.000000
586447.067021,4439048.837389,742.000000
581019.152374,4439076.113342,895.000000
581046.428327,4439076.113342,898.000000
581073.704280,4439076.113342,904.000000
581100.980233,4439076.113342,912.000000
581128.256186,4439076.113342,920.000000
581155.532139,4439076.113342,930.000000
581182.808092,4439076.113342,934.000000
581210.084045,4439076.113342,942.000000
581237.359998,4439076.113342,952.000000
581264.635951,4439076.113342,957.000000
581291.911904,4439076.113342,961.000000
581319.187857,4439076.113342,962.000000
581346.463810,4439076.113342,964.000000
581373.739763,4439076.113342,968.000000
581401.015716,4439076.113342,976.000000
581428.291669,4439076.113342,983.000000
581455.567622,4439076.113342,991.000000
581482.843575,4439076.113342,1000.000000
581510.119528,4439076.113342,1018.000000
581537.395481,4439076.113342,1028.000000
581564.671434,4439076.113342,1033.000000
581591.947387,4439076.113342,1032.000000
581619.223340,4439076.113342,1027.000000
581646.499293,4439076.113342,1027.000000
581673.775246,4439076.113342,1032.000000
581701.051199,4439076.113342,1038.000000
581728.327152,4439076.113342,1045.000000
581755.603105,4439076.113342,1055.000000
581782.879058,4439076.113342,1067.000000
581810.155011,4439076.113342,1074.000000
581837.430964,4439076.113342,1080.000000
581864.706917,4439076.113342,1084.000000
581891.982870,4439076.113342,1083.000000
581919.258823,4439076.113342,1080.000000
581946.534776,4439076.113342,1074.000000
581973.810729,4439076.113342,1072.000000
582001.086682,4439076.113342,1067.000000
582028.362635,4439076.113342,1063.000000
582055.638588,4439076.113342,1069.000000
582082.914541,4439076.113342,1073.000000
582110.190494,4439076.113342,1076.000000
582137.466447,4439076.113342,1078.000000
582164.742400,4439076.113342,1080.000000
582192.018353,4439076.113342,1085.000000
582219.294306,4439076.113342,1089.000000
582246.570259,4439076.113342,1095.000000
582273.846212,4439076.113342,1096.000000
582301.122165,4439076.113342,1097.000000
582328.398118,4439076.113342,1100.000000
582355.674071,4439076.113342,1101.000000
582382.950024,4439076.113342,1104.000000
582410.225977,4439076.113342,1117.000000
582437.501930,4439076.113342,1130.000000
582464.777883,4439076.113342,1148.000000
582492.053836,4439076.113342,1167.000000
582519.329789,4439076.113342,1188.000000
582546.605742,4439076.113342,1211.000000
582573.881695,4439076.113342,1231.000000
582601.157648,4439076.113342,1255.000000
582628.433601,4439076.113342,1261.000000
582655.709554,4439076.113342,1258.000000
582682.985507,4439076.113342,1254.000000
582710.261460,4439076.113342,1250.000000
582737.537413,4439076.113342,1248.000000
582764.813366,4439076.113342,1248.000000
582792.089319,4439076.113342,1247.000000
582819.365272,4439076.113342,1248.000000
582846.641225,4439076.113342,1246.000000
582873.917178,4439076.113342,1241.000000
582901.193131,4439076.113342,1235.000000
582928.469084,4439076.113342,1233.000000
582955.745037,4439076.113342,1227.000000
582983.020990,4439076.113342,1221.000000
583010.296943,4439076.113342,1219.000000
583037.572896,4439076.113342,1218.000000
583064.848849,4439076.113342,1215.000000
583092.124802,4439076.113342,1208.000000
583119.400755,4439076.113342,1201.000000
583146.676708,4439076.113342,1197.000000
583173.952661,4439076.113342,1193.000000
583201.228614,4439076.113342,1189.000000
583228.504567,4439076.113342,1170.000000
583255.780520,4439076.113342,1159.000000
583283.056473,4439076.113342,1150.000000
583310.332426,4439076.113342,1128.000000
583337.608379,4439076.113342,1118.000000
583364.884332,4439076.113342,1110.000000
583392.160285,4439076.113342,1106.000000
583419.436238,4439076.113342,1102.000000
583446.712191,4439076.113342,1099.000000
583473.988144,4439076.113342,1093.000000
583501.264097,4439076.113342,1078.000000
583528.540050,4439076.113342,1064.000000
583555.816003,4439076.113342,1060.000000
583583.091956,4439076.113342,1054.000000
583610.367909,4439076.113342,1047.000000
583637.643862,4439076.113342,1031.000000
583664.919815,4439076.113342,1017.000000
583692.195768,4439076.113342,1017.000000
583719.471721,4439076.113342,1009.000000
583746.747674,4439076.113342,1000.000000
583774.023627,4439076.113342,988.000000
583801.299580,4439076.113342,982.000000
583828.575533,4439076.113342,975.000000
583855.851486,4439076.113342,944.000000
583883.127439,4439076.113342,931.000000
583910.403392,4439076.113342,921.000000
583937.679345,4439076.113342,916.000000
583964.955298,4439076.113342,916.000000
583992.231251,4439076.113342,920.000000
584019.507204,4439076.113342,928.000000
584046.783157,4439076.113342,927.000000
584074.059110,4439076.113342,921.000000
584101.335063,4439076.113342,916.000000
584128.611016,4439076.113342,911.000000
584155.886969,4439076.113342,908.000000
584183.162922,4439076.113342,906.000000
584210.438875,4439076.113342,904.000000
584237.714828,4439076.113342,902.000000
584264.990781,4439076.113342,901.000000
584292.266734,4439076.113342,900.000000
584319.542687,4439076.113342,897.000000
584346.818640,4439076.113342,887.000000
584374.094593,4439076.113342,887.000000
584401.370546,4439076.113342,891.000000
584428.646499,4439076.113342,893.000000
584455.922452,4439076.113342,892.000000
584483.198405,4439076.113342,893.000000
584510.474358,4439076.113342,893.000000
584537.750311,4439076.113342,884.000000
584565.026264,4439076.113342,880.000000
584592.302217,4439076.113342,880.000000
584619.578170,4439076.113342,881.000000
584646.854123,4439076.113342,886.000000
584674.130076,4439076.113342,888.000000
584701.406029,4439076.113342,887.000000
584728.681982,4439076.113342,886.000000
584755.957935,4439076.113342,886.000000
584783.233888,4439076.113342,887.000000
584810.509841,4439076.113342,888.000000
584837.785794,4439076.113342,887.000000
584865.061747,4439076.113342,885.000000
584892.337700,4439076.113342,885.000000
584919.613653,4439076.113342,885.000000
584946.889606,4439076.113342,886.000000
584974.165559,4439076.113342,888.000000
585001.441512,4439076.113342,892.000000
585028.717465,4439076.113342,895.000000
585055.993418,4439076.113342,894.000000
585083.269371,4439076.113342,892.000000
585110.545324,4439076.113342,895.000000
585137.821277,4439076.113342,898.000000
585165.097230,4439076.113342,900.000000
585192.373183,4439076.113342,902.000000
585219.649136,4439076.113342,904.000000
585246.925089,4439076.113342,906.000000
585274.201042,4439076.113342,909.000000
585301.476995,4439076.113342,916.000000
585328.752948,4439076.113342,918.000000
585356.028901,4439076.113342,916.000000
585383.304854,4439076.113342,915.000000
585410.580807,4439076.113342,911.000000
585437.856760,4439076.113342,908.000000
585465.132713,4439076.113342,905.000000
585492.408666,4439076.113342,903.000000
585519.684619,4439076.113342,900.000000
585546.960572,4439076.113342,903.000000
585574.236525,4439076.113342,905.000000
585601.512478,4439076.113342,904.000000
585628.788431,4439076.113342,899.000000
585656.064384,4439076.113342,893.000000
585683.340337,4439076.113342,890.000000
585710.616290,4439076.113342,887.000000
585737.892243,4439076.113342,882.000000
585765.168196,4439076.113342,879.000000
585792.444149,4439076.113342,873.000000
585819.720102,4439076.113342,854.000000
585846.996055,4439076.113342,851.000000
585874.272008,4439076.113342,849.000000
585901.547961,4439076.113342,850.000000
585928.823914,4439076.113342,849.000000
585956.099867,4439076.113342,846.000000
585983.375820,4439076.113342,839.000000
586010.651773,4439076.113342,827.000000
586037.927726,4439076.113342,825.000000
586065.203679,4439076.113342,824.000000
586092.479632,4439076.113342,819.000000
586119.755585,4439076.113342,812.000000
586147.031538,4439076.113342,809.000000
586174.307491,4439076.113342,803.000000
586201.583444,4439076.113342,800.000000
586228.859397,4439076.113342,796.000000
586256.135350,4439076.113342,786.000000
586283.411303,4439076.113342,779.000000
586310.687256,4439076.113342,775.000000
586337.963209,4439076.113342,773.000000
586365.239162,4439076.113342,757.000000
586392.515115,4439076.113342,752.000000
586419.791068,4439076.113342,747.000000
586447.067021,4439076.113342,744.000000
581019.152374,4439103.389295,895.000000
581046.428327,4439103.389295,901.000000
581073.704280,4439103.389295,909.000000
581100.980233,4439103.389295,921.000000
581128.256186,4439103.389295,933.000000
581155.532139,4439103.389295,942.000000
581182.808092,4439103.389295,948.000000
581210.084045,4439103.389295,956.000000
581237.359998,4439103.389295,968.000000
581264.635951,4439103.389295,973.000000
581291.911904,4439103.389295,973.000000
581319.187857,4439103.389295,973.000000
581346.463810,4439103.389295,969.000000
581373.739763,4439103.389295,970.000000
581401.015716,4439103.389295,973.000000
581428.291669,4439103.389295,980.000000
581455.567622,4439103.389295,985.000000
581482.843575,4439103.389295,994.000000
581510.119528,4439103.389295,1013.000000
581537.395481,4439103.389295,1020.000000
581564.671434,4439103.389295,1021.000000
581591.947387,4439103.389295,1023.000000
581619.223340,4439103.389295,1019.000000
581646.499293,4439103.389295,1026.000000
581673.775246,4439103.389295,1029.000000
581701.051199,4439103.389295,1038.000000
581728.327152,4439103.389295,1043.000000
581755.603105,4439103.389295,1051.000000
581782.879058,4439103.389295,1066.000000
581810.155011,4439103.389295,1074.000000
581837.430964,4439103.389295,1078.000000
581864.706917,4439103.389295,1083.000000
581891.982870,4439103.389295,1083.000000
581919.258823,4439103.389295,1080.000000
581946.534776,4439103.389295,1077.000000
581973.810729,4439103.389295,1073.000000
582001.086682,4439103.389295,1071.000000
582028.362635,4439103.389295,1069.000000
582055.638588,4439103.389295,1071.000000
582082.914541,4439103.389295,1074.000000
582110.190494,4439103.389295,1077.000000
582137.466447,4439103.389295,1080.000000
582164.742400,4439103.389295,1082.000000
582192.018353,4439103.389295,1086.000000
582219.294306,4439103.389295,1098.000000
582246.570259,4439103.389295,1098.000000
582273.846212,4439103.389295,1101.000000
582301.122165,4439103.389295,1104.000000
582328.398118,4439103.389295,1105.000000
582355.674071,4439103.389295,1101.000000
582382.950024,4439103.389295,1104.000000
582410.225977,4439103.389295,1117.000000
582437.501930,4439103.389295,1130.000000
582464.777883,4439103.389295,1148.000000
582492.053836,4439103.389295,1167.000000
582519.329789,4439103.389295,1188.000000
582546.605742,4439103.389295,1211.000000
582573.881695,4439103.389295,1231.000000
582601.157648,4439103.389295,1255.000000
582628.433601,4439103.389295,1261.000000
582655.709554,4439103.389295,1263.000000
582682.985507,4439103.389295,1263.000000
582710.261460,4439103.389295,1262.000000
582737.537413,4439103.389295,1259.000000
582764.813366,4439103.389295,1255.000000
582792.089319,4439103.389295,1256.000000
582819.365272,4439103.389295,1260.000000
582846.641225,4439103.389295,1259.000000
582873.917178,4439103.389295,1256.000000
582901.193131,4439103.389295,1251.000000
582928.469084,4439103.389295,1247.000000
582955.745037,4439103.389295,1237.000000
582983.020990,4439103.389295,1232.000000
583010.296943,4439103.389295,1229.000000
583037.572896,4439103.389295,1227.000000
583064.848849,4439103.389295,1224.000000
583092.124802,4439103.389295,1221.000000
583119.400755,4439103.389295,1215.000000
583146.676708,4439103.389295,1212.000000
583173.952661,4439103.389295,1210.000000
583201.228614,4439103.389295,1200.000000
583228.504567,4439103.389295,1190.000000
583255.780520,4439103.389295,1170.000000
583283.056473,4439103.389295,1159.000000
583310.332426,4439103.389295,1147.000000
583337.608379,4439103.389295,1140.000000
583364.884332,4439103.389295,1132.000000
583392.160285,4439103.389295,1125.000000
583419.436238,4439103.389295,1120.000000
583446.712191,4439103.389295,1112.000000
583473.988144,4439103.389295,1104.000000
583501.264097,4439103.389295,1095.000000
583528.540050,4439103.389295,1081.000000
583555.816003,4439103.389295,1072.000000
583583.091956,4439103.389295,1065.000000
583610.367909,4439103.389295,1053.000000
583637.643862,4439103.389295,1046.000000
583664.919815,4439103.389295,1028.000000
583692.195768,4439103.389295,1028.000000
583719.471721,4439103.389295,1025.000000
583746.747674,4439103.389295,1021.000000
583774.023627,4439103.389295,1016.000000
583801.299580,4439103.389295,995.000000
583828.575533,4439103.389295,987.000000
583855.851486,4439103.389295,957.000000
583883.127439,4439103.389295,943.000000
583910.403392,4439103.389295,937.000000
583937.679345,4439103.389295,934.000000
583964.955298,4439103.389295,934.000000
583992.231251,4439103.389295,934.000000
584019.507204,4439103.389295,936.000000
584046.783157,4439103.389295,934.000000
584074.059110,4439103.389295,927.000000
584101.335063,4439103.389295,922.000000
584128.611016,4439103.389295,915.000000
584155.886969,4439103.389295,911.000000
584183.162922,4439103.389295,909.000000
584210.438875,4439103.389295,905.000000
584237.714828,4439103.389295,903.000000
584264.990781,4439103.389295,901.000000
584292.266734,4439103.389295,901.000000
584319.542687,4439103.389295,902.000000
584346.818640,4439103.389295,898.000000
584374.094593,4439103.389295,893.000000
584401.370546,4439103.389295,898.000000
584428.646499,4439103.389295,897.000000
584455.922452,4439103.389295,896.000000
584483.198405,4439103.389295,895.000000
584510.474358,4439103.389295,893.000000
584537.750311,4439103.389295,895.000000
584565.026264,4439103.389295,885.000000
584592.302217,4439103.389295,883.000000
584619.578170,4439103.389295,886.000000
584646.854123,4439103.389295,889.000000
584674.130076,4439103.389295,892.000000
584701.406029,4439103.389295,891.000000
584728.681982,4439103.389295,890.000000
584755.957935,4439103.389295,891.000000
584783.233888,4439103.389295,892.000000
584810.509841,4439103.389295,892.000000
584837.785794,4439103.389295,890.000000
584865.061747,4439103.389295,890.000000
584892.337700,4439103.389295,888.000000
584919.613653,4439103.389295,889.000000
584946.889606,4439103.389295,890.000000
584974.165559,4439103.389295,892.000000
585001.441512,4439103.389295,895.000000
585028.717465,4439103.389295,899.000000
585055.993418,4439103.389295,899.000000
585083.269371,4439103.389295,898.000000
585110.545324,4439103.389295,899.000000
585137.821277,4439103.389295,898.000000
585165.097230,4439103.389295,900.000000
585192.373183,4439103.389295,902.000000
585219.649136,4439103.389295,904.000000
585246.925089,4439103.389295,906.000000
585274.201042,4439103.389295,914.000000
585301.476995,4439103.389295,916.000000
585328.752948,4439103.389295,918.000000
585356.028901,4439103.389295,916.000000
585383.304854,4439103.389295,915.000000
585410.580807,4439103.389295,911.000000
585437.856760,4439103.389295,908.000000
585465.132713,4439103.389295,899.000000
585492.408666,4439103.389295,899.000000
585519.684619,4439103.389295,898.000000
585546.960572,4439103.389295,896.000000
585574.236525,4439103.389295,896.000000
585601.512478,4439103.389295,896.000000
585628.788431,4439103.389295,892.000000
585656.064384,4439103.389295,885.000000
585683.340337,4439103.389295,882.000000
585710.616290,4439103.389295,879.000000
585737.892243,4439103.389295,875.000000
585765.168196,4439103.389295,869.000000
585792.444149,4439103.389295,857.000000
585819.720102,4439103.389295,848.000000
585846.996055,4439103.389295,847.000000
585874.272008,4439103.389295,847.000000
585901.547961,4439103.389295,846.000000
585928.823914,4439103.389295,845.000000
585956.099867,4439103.389295,841.000000
585983.375820,4439103.389295,835.000000
586010.651773,4439103.389295,824.000000
586037.927726,4439103.389295,821.000000
586065.203679,4439103.389295,817.000000
586092.479632,4439103.389295,813.000000
586119.755585,4439103.389295,809.000000
586147.031538,4439103.389295,805.000000
586174.307491,4439103.389295,802.000000
586201.583444,4439103.389295,796.000000
586228.859397,4439103.389295,789.000000
586256.135350,4439103.389295,783.000000
586283.411303,4439103.389295,780.000000
586310.687256,4439103.389295,774.000000
586337.963209,4439103.389295,771.000000
586365.239162,4439103.389295,758.000000
586392.515115,4439103.389295,753.000000
586419.791068,4439103.389295,749.000000
586447.067021,4439103.389295,746.000000
581019.152374,4439130.665248,900.000000
581046.428327,4439130.665248,905.000000
581073.704280,4439130.665248,917.000000
581100.980233,4439130.665248,930.000000
581128.256186,4439130.665248,943.000000
581155.532139,4439130.665248,958.000000
581182.808092,4439130.665248,967.000000
581210.084045,4439130.665248,974.000000
581237.359998,4439130.665248,980.000000
581264.635951,4439130.665248,984.000000
581291.911904,4439130.665248,986.000000
581319.187857,4439130.665248,987.000000
581346.463810,4439130.665248,987.000000
581373.739763,4439130.665248,982.000000
581401.015716,4439130.665248,981.000000
581428.291669,4439130.665248,985.000000
581455.567622,4439130.665248,989.000000
581482.843575,4439130.665248,996.000000
581510.119528,4439130.665248,1010.000000
581537.395481,4439130.665248,1013.000000
581564.671434,4439130.665248,1017.000000
581591.947387,4439130.665248,1017.000000
581619.223340,4439130.665248,1017.000000
581646.499293,4439130.665248,1021.000000
581673.775246,4439130.665248,1028.000000
581701.051199,4439130.665248,1039.000000
581728.327152,4439130.665248,1044.000000
581755.603105,4439130.665248,1054.000000
581782.879058,4439130.665248,1066.000000
581810.155011,4439130.665248,1077.000000
581837.430964,4439130.665248,1081.000000
581864.706917,4439130.665248,1086.000000
581891.982870,4439130.665248,1085.000000
581919.258823,4439130.665248,1080.000000
581946.534776,4439130.665248,1078.000000
581973.810729,4439130.665248,1073.000000
582001.086682,4439130.665248,1072.000000
582028.362635,4439130.665248,1069.000000
582055.638588,4439130.665248,1071.000000
582082.914541,4439130.665248,1074.000000
582110.190494,4439130.665248,1077.000000
582137.466447,4439130.665248,1080.000000
582164.742400,4439130.665248,1082.000000
582192.018353,4439130.665248,1086.000000
582219.294306,4439130.665248,1098.000000
582246.570259,4439130.665248,1098.000000
582273.846212,4439130.665248,1101.000000
582301.122165,4439130.665248,1104.000000
582328.398118,4439130.665248,1105.000000
582355.674071,4439130.665248,1105.000000
582382.950024,4439130.665248,1106.000000
582410.225977,4439130.665248,1120.000000
582437.501930,4439130.665248,1134.000000
582464.777883,4439130.665248,1150.000000
582492.053836,4439130.665248,1166.000000
582519.329789,4439130.665248,1180.000000
582546.605742,4439130.665248,1184.000000
582573.881695,4439130.665248,1236.000000
582601.157648,4439130.665248,1256.000000
582628.433601,4439130.665248,1265.000000
582655.709554,4439130.665248,1270.000000
582682.985507,4439130.665248,1273.000000
582710.261460,4439130.665248,1272.000000
582737.537413,4439130.665248,1269.000000
582764.813366,4439130.665248,1266.000000
582792.089319,4439130.665248,1266.000000
582819.365272,4439130.665248,1269.000000
582846.641225,4439130.665248,1268.000000
582873.917178,4439130.665248,1265.000000
582901.193131,4439130.665248,1262.000000
582928.469084,4439130.665248,1256.000000
582955.745037,4439130.665248,1247.000000
582983.020990,4439130.665248,1240.000000
583010.296943,4439130.665248,1239.000000
583037.572896,4439130.665248,1237.000000
583064.848849,4439130.665248,1234.000000
583092.124802,4439130.665248,1233.000000
583119.400755,4439130.665248,1231.000000
583146.676708,4439130.665248,1226.000000
583173.952661,4439130.665248,1221.000000
583201.228614,4439130.665248,1211.000000
583228.504567,4439130.665248,1196.000000
583255.780520,4439130.665248,1182.000000
583283.056473,4439130.665248,1173.000000
583310.332426,4439130.665248,1161.000000
583337.608379,4439130.665248,1158.000000
583364.884332,4439130.665248,1154.000000
583392.160285,4439130.665248,1148.000000
583419.436238,4439130.665248,1141.000000
583446.712191,4439130.665248,1134.000000
583473.988144,4439130.665248,1115.000000
583501.264097,4439130.665248,1107.000000
583528.540050,4439130.665248,1103.000000
583555.816003,4439130.665248,1093.000000
583583.091956,4439130.665248,1082.000000
583610.367909,4439130.665248,1073.000000
583637.643862,4439130.665248,1065.000000
583664.919815,4439130.665248,1053.000000
583692.195768,4439130.665248,1043.000000
583719.471721,4439130.665248,1034.000000
583746.747674,4439130.665248,1031.000000
583774.023627,4439130.665248,1026.000000
583801.299580,4439130.665248,1010.000000
583828.575533,4439130.665248,997.000000
583855.851486,4439130.665248,974.000000
583883.127439,4439130.665248,958.000000
583910.403392,4439130.665248,946.000000
583937.679345,4439130.665248,945.000000
583964.955298,4439130.665248,942.000000
583992.231251,4439130.665248,942.000000
584019.507204,4439130.665248,941.000000
584046.783157,4439130.665248,938.000000
584074.059110,4439130.665248,931.000000
584101.335063,4439130.665248,924.000000
584128.611016,4439130.665248,921.000000
584155.886969,4439130.665248,916.000000
584183.162922,4439130.665248,914.000000
584210.438875,4439130.665248,912.000000
584237.714828,4439130.665248,910.000000
584264.990781,4439130.665248,907.000000
584292.266734,4439130.665248,904.000000
584319.542687,4439130.665248,901.000000
584346.818640,4439130.665248,900.000000
584374.094593,4439130.665248,900.000000
584401.370546,4439130.665248,907.000000
584428.646499,4439130.665248,904.000000
584455.922452,4439130.665248,905.000000
584483.198405,4439130.665248,902.000000
584510.474358,4439130.665248,905.000000
584537.750311,4439130.665248,899.000000
584565.026264,4439130.665248,891.000000
584592.302217,4439130.665248,887.000000
584619.578170,4439130.665248,890.000000
584646.854123,4439130.665248,891.000000
584674.130076,4439130.665248,892.000000
584701.406029,4439130.665248,893.000000
584728.681982,4439130.665248,894.000000
584755.957935,4439130.665248,894.000000
584783.233888,4439130.665248,895.000000
584810.509841,4439130.665248,892.000000
584837.785794,4439130.665248,890.000000
584865.061747,4439130.665248,890.000000
584892.337700,4439130.665248,888.000000
584919.613653,4439130.665248,889.000000
584946.889606,4439130.665248,890.000000
584974.165559,4439130.665248,892.000000
585001.441512,4439130.665248,895.000000
585028.717465,4439130.665248,899.000000
585055.993418,4439130.665248,899.000000
585083.269371,4439130.665248,898.000000
585110.545324,4439130.665248,899.000000
585137.821277,4439130.665248,902.000000
585165.097230,4439130.665248,905.000000
585192.373183,4439130.665248,907.000000
585219.649136,4439130.665248,909.000000
585246.925089,4439130.665248,910.000000
585274.201042,4439130.665248,914.000000
585301.476995,4439130.665248,916.000000
585328.752948,4439130.665248,920.000000
585356.028901,4439130.665248,919.000000
585383.304854,4439130.665248,915.000000
585410.580807,4439130.665248,910.000000
585437.856760,4439130.665248,906.000000
585465.132713,4439130.665248,900.000000
585492.408666,4439130.665248,898.000000
585519.684619,4439130.665248,895.000000
585546.960572,4439130.665248,893.000000
585574.236525,4439130.665248,892.000000
585601.512478,4439130.665248,889.000000
585628.788431,4439130.665248,883.000000
585656.064384,4439130.665248,881.000000
585683.340337,4439130.665248,878.000000
585710.616290,4439130.665248,877.000000
585737.892243,4439130.665248,874.000000
585765.168196,4439130.665248,861.000000
585792.444149,4439130.665248,855.000000
585819.720102,4439130.665248,851.000000
585846.996055,4439130.665248,848.000000
585874.272008,4439130.665248,847.000000
585901.547961,4439130.665248,846.000000
585928.823914,4439130.665248,844.000000
585956.099867,4439130.665248,839.000000
585983.375820,4439130.665248,832.000000
586010.651773,4439130.665248,820.000000
