x,y,z,dipdir,dipang
583368,4.44044e+06,1570.68,135,35
583392,4.44046e+06,1566.79,135,35
583392,4.44046e+06,1566.79,135,35
583414,4.44047e+06,1561.1,135,35
583329,4.44041e+06,1576.37,135,35
583338,4.44042e+06,1577,135,35
583338,4.44042e+06,1577,135,35
583360,4.44043e+06,1572.13,135,35
583360,4.44043e+06,1572.13,135,35
583365,4.44044e+06,1571.26,135,35
583368,4.44044e+06,1570.68,135,35
583365,4.44044e+06,1571.26,135,35
583329,4.44041e+06,1576.37,135,35
583327,4.4404e+06,1572.13,135,35
583321,4.44039e+06,1566.93,135,35
583327,4.4404e+06,1572.13,135,35
583321,4.44039e+06,1566.93,135,35
583314,4.44036e+06,1558.63,135,35
583314,4.44036e+06,1558.63,135,35
583313,4.44036e+06,1557.21,135,35
583309,4.44033e+06,1545.84,135,35
583310,4.44034e+06,1549.85,135,35
583313,4.44036e+06,1557.21,135,35
583310,4.44034e+06,1549.85,135,35
583309,4.44033e+06,1545.84,135,35
583309,4.44033e+06,1545.12,135,35
583309,4.44033e+06,1545.12,135,35
583301,4.4403e+06,1536.25,135,35
583301,4.4403e+06,1536.25,135,35
583295,4.44029e+06,1531.62,135,35
583295,4.44029e+06,1531.62,135,35
583293,4.44028e+06,1526.72,135,35
583293,4.44028e+06,1526.72,135,35
583288,4.44025e+06,1518.11,135,35
583288,4.44025e+06,1518.11,135,35
583286,4.44025e+06,1516.48,135,35
583281,4.44022e+06,1505.82,135,35
583283,4.44023e+06,1509.97,135,35
583286,4.44025e+06,1516.48,135,35
583283,4.44023e+06,1509.97,135,35
583264,4.4402e+06,1504.61,135,35
583281,4.44022e+06,1505.82,135,35
583264,4.4402e+06,1504.61,135,35
583257,4.44019e+06,1504.08,135,35
583253,4.44017e+06,1492.57,135,35
583256,4.44019e+06,1501.33,135,35
583257,4.44019e+06,1504.08,135,35
583256,4.44019e+06,1501.33,135,35
583253,4.44017e+06,1492.57,135,35
583253,4.44016e+06,1491.1,135,35
583255,4.44014e+06,1477.89,135,35
583253,4.44016e+06,1491.1,135,35
583255,4.44014e+06,1477.89,135,35
583255,4.44014e+06,1477.6,135,35
583255,4.44014e+06,1477.6,135,35
583256,4.44013e+06,1473.96,135,35
583256,4.44013e+06,1473.96,135,35
583257,4.44011e+06,1464.09,135,35
583257,4.44011e+06,1464.09,135,35
583257,4.44011e+06,1463.25,135,35
583257,4.44011e+06,1463.25,135,35
583261,4.44009e+06,1450.59,135,35
583261,4.44009e+06,1450.59,135,35
583262,4.44009e+06,1447.46,135,35
583262,4.44009e+06,1447.46,135,35
583261,4.44006e+06,1437.08,135,35
583261,4.44006e+06,1437.08,135,35
583261,4.44006e+06,1434.56,135,35
583246,4.44003e+06,1428.35,135,35
583256,4.44005e+06,1431.54,135,35
583256,4.44005e+06,1431.54,135,35
583261,4.44006e+06,1434.56,135,35
583162,4.44e+06,1456.65,135,35
583174,4.44001e+06,1454.51,135,35
583174,4.44001e+06,1454.51,135,35
583187,4.44002e+06,1450.59,135,35
583187,4.44002e+06,1450.59,135,35
583201,4.44002e+06,1446.72,135,35
583201,4.44002e+06,1446.72,135,35
583220,4.44002e+06,1437.08,135,35
583220,4.44002e+06,1437.08,135,35
583228,4.44002e+06,1431.49,135,35
583246,4.44003e+06,1428.35,135,35
583228,4.44002e+06,1431.49,135,35
583138,4.43998e+06,1455,135,35
583147,4.43998e+06,1455,135,35
583162,4.44e+06,1456.65,135,35
583147,4.43998e+06,1455,135,35
583100,4.43995e+06,1460,135,35
583119,4.43996e+06,1457.46,135,35
583138,4.43998e+06,1455,135,35
583119,4.43996e+06,1457.46,135,35
583073,4.43992e+06,1460.28,135,35
583092,4.43994e+06,1460.28,135,35
583100,4.43995e+06,1460,135,35
583092,4.43994e+06,1460.28,135,35
583064,4.43989e+06,1450.82,135,35
583065,4.4399e+06,1451.82,135,35
583065,4.4399e+06,1451.82,135,35
583073,4.43992e+06,1460.28,135,35
583064,4.43989e+06,1450.82,135,35
583064,4.43989e+06,1450.59,135,35
583064,4.43989e+06,1450.59,135,35
583057,4.43987e+06,1440.98,135,35
583036,4.43984e+06,1437.66,135,35
583038,4.43984e+06,1437.88,135,35
583057,4.43987e+06,1440.98,135,35
583038,4.43984e+06,1437.88,135,35
583036,4.43984e+06,1437.66,135,35
583036,4.43984e+06,1437.08,135,35
583026,4.43981e+06,1429.12,135,35
583036,4.43984e+06,1437.08,135,35
583026,4.43981e+06,1429.12,135,35
583020,4.43979e+06,1423.58,135,35
583020,4.43979e+06,1423.58,135,35
583017,4.43979e+06,1420.41,135,35
583017,4.43979e+06,1420.41,135,35
583012,4.43976e+06,1410.07,135,35
583012,4.43976e+06,1410.07,135,35
583012,4.43976e+06,1409.4,135,35
583010,4.43976e+06,1409,135,35
582997,4.43973e+06,1402.9,135,35
583012,4.43976e+06,1409.4,135,35
583010,4.43976e+06,1409,135,35
582997,4.43973e+06,1402.9,135,35
582997,4.43972e+06,1396.57,135,35
582997,4.43972e+06,1396.57,135,35
582999,4.4397e+06,1388.77,135,35
582999,4.4397e+06,1388.77,135,35
582999,4.43969e+06,1383.06,135,35
582999,4.43969e+06,1383.06,135,35
583003,4.43968e+06,1373.14,135,35
583003,4.43968e+06,1373.14,135,35
583004,4.43967e+06,1369.56,135,35
583006,4.43965e+06,1358.09,135,35
583004,4.43967e+06,1369.56,135,35
583006,4.43965e+06,1358.09,135,35
583005,4.43964e+06,1356.05,135,35
583005,4.43964e+06,1356.05,135,35
583003,4.43962e+06,1345.98,135,35
583003,4.43962e+06,1345.98,135,35
582998,4.43961e+06,1342.55,135,35
582998,4.43961e+06,1342.55,135,35
582992,4.43959e+06,1338.27,135,35
582977,4.43957e+06,1331.82,135,35
582983,4.43957e+06,1332.56,135,35
582992,4.43959e+06,1338.27,135,35
582983,4.43957e+06,1332.56,135,35
582940,4.43954e+06,1336.7,135,35
582956,4.43955e+06,1335,135,35
582956,4.43955e+06,1335,135,35
582977,4.43957e+06,1331.82,135,35
582872,4.43951e+06,1357,135,35
582874,4.43951e+06,1357,135,35
582874,4.43951e+06,1357,135,35
582876,4.43951e+06,1356.05,135,35
582876,4.43951e+06,1356.05,135,35
582901,4.43953e+06,1349.11,135,35
582901,4.43953e+06,1349.11,135,35
582920,4.43953e+06,1342.55,135,35
582920,4.43953e+06,1342.55,135,35
582928,4.43953e+06,1338,135,35
582940,4.43954e+06,1336.7,135,35
582928,4.43953e+06,1338,135,35
582872,4.43951e+06,1357,135,35
582871,4.43951e+06,1356.05,135,35
582871,4.43951e+06,1356.05,135,35
582863,4.43949e+06,1348,135,35
582855,4.43947e+06,1342.55,135,35
582863,4.43949e+06,1348,135,35
582855,4.43947e+06,1342.55,135,35
582853,4.43946e+06,1339.56,135,35
582821,4.43943e+06,1341.56,135,35
582847,4.43945e+06,1338.93,135,35
582853,4.43946e+06,1339.56,135,35
582847,4.43945e+06,1338.93,135,35
582782,4.4394e+06,1347.77,135,35
582792,4.43941e+06,1348.27,135,35
582792,4.43941e+06,1348.27,135,35
582816,4.43943e+06,1342.55,135,35
582816,4.43943e+06,1342.55,135,35
582819,4.43943e+06,1341.84,135,35
582821,4.43943e+06,1341.56,135,35
582819,4.43943e+06,1341.84,135,35
582782,4.4394e+06,1347.77,135,35
582781,4.43939e+06,1342.55,135,35
582781,4.43939e+06,1342.55,135,35
582780,4.43938e+06,1334.86,135,35
582780,4.43938e+06,1334.86,135,35
582773,4.43936e+06,1329.04,135,35
582773,4.43936e+06,1329.04,135,35
582771,4.43935e+06,1325.8,135,35
582758,4.43932e+06,1319.04,135,35
582765,4.43934e+06,1322.92,135,35
582771,4.43935e+06,1325.8,135,35
582765,4.43934e+06,1322.92,135,35
582728,4.43929e+06,1320.25,135,35
582738,4.43931e+06,1322,135,35
582758,4.43932e+06,1319.04,135,35
582738,4.43931e+06,1322,135,35
582728,4.43929e+06,1320.25,135,35
582722,4.43928e+06,1315.54,135,35
582718,4.43927e+06,1311.82,135,35
582722,4.43928e+06,1315.54,135,35
582708,4.43924e+06,1303.27,135,35
582710,4.43925e+06,1306.12,135,35
582718,4.43927e+06,1311.82,135,35
582710,4.43925e+06,1306.12,135,35
582708,4.43924e+06,1303.27,135,35
582705,4.43923e+06,1302.03,135,35
582705,4.43923e+06,1302.03,135,35
582700,4.43921e+06,1293.62,135,35
582700,4.43921e+06,1293.62,135,35
582692,4.43919e+06,1288.53,135,35
582692,4.43919e+06,1288.53,135,35
582688,4.43919e+06,1286,135,35
582677,4.43916e+06,1277.93,135,35
582683,4.43917e+06,1283.28,135,35
582688,4.43919e+06,1286,135,35
582683,4.43917e+06,1283.28,135,35
582677,4.43916e+06,1277.93,135,35
582671,4.43915e+06,1275.02,135,35
582671,4.43915e+06,1275.02,135,35
582664,4.43913e+06,1270.91,135,35
582653,4.4391e+06,1262.81,135,35
582656,4.43911e+06,1264.59,135,35
582664,4.43913e+06,1270.91,135,35
582656,4.43911e+06,1264.59,135,35
582635,4.43908e+06,1261.52,135,35
582653,4.4391e+06,1262.81,135,35
582635,4.43908e+06,1261.52,135,35
582630,4.43908e+06,1260.85,135,35
582616,4.43905e+06,1254.24,135,35
582628,4.43907e+06,1260.78,135,35
582630,4.43908e+06,1260.85,135,35
582628,4.43907e+06,1260.78,135,35
582606,4.43903e+06,1248.01,135,35
582616,4.43905e+06,1254.24,135,35
582606,4.43903e+06,1248.01,135,35
582604,4.43902e+06,1246.46,135,35
582595,4.43899e+06,1237.65,135,35
582601,4.43902e+06,1245.42,135,35
582604,4.43902e+06,1246.46,135,35
582601,4.43902e+06,1245.42,135,35
582595,4.43899e+06,1237.65,135,35
582592,4.43899e+06,1234.51,135,35
582592,4.43899e+06,1234.51,135,35
582590,4.43897e+06,1226.49,135,35
582590,4.43897e+06,1226.49,135,35
582589,4.43895e+06,1221,135,35
582589,4.43895e+06,1221,135,35
582586,4.43894e+06,1214.96,135,35
582586,4.43894e+06,1214.96,135,35
582587,4.43893e+06,1207.5,135,35
582587,4.43891e+06,1200.84,135,35
582587,4.43893e+06,1207.5,135,35
582587,4.43891e+06,1200.84,135,35
582589,4.4389e+06,1193.99,135,35
582589,4.4389e+06,1193.99,135,35
582589,4.43889e+06,1186.66,135,35
582589,4.43889e+06,1186.66,135,35
582589,4.43887e+06,1180.49,135,35
582589,4.43887e+06,1180.49,135,35
582590,4.43886e+06,1172.71,135,35
582590,4.43886e+06,1172.71,135,35
582584,4.43884e+06,1166.98,135,35
582584,4.43884e+06,1166.98,135,35
582581,4.43883e+06,1163.49,135,35
582581,4.43883e+06,1163.49,135,35
582582,4.43881e+06,1153.48,135,35
582582,4.43881e+06,1153.48,135,35
582585,4.4388e+06,1148.13,135,35
582585,4.4388e+06,1148.13,135,35
582585,4.43879e+06,1139.97,135,35
582585,4.43879e+06,1139.97,135,35
582587,4.43878e+06,1133.58,135,35
582589,4.43876e+06,1126.47,135,35
582587,4.43878e+06,1133.58,135,35
582589,4.43876e+06,1126.47,135,35
582591,4.43875e+06,1117.85,135,35
582591,4.43875e+06,1117.85,135,35
582592,4.43874e+06,1112.97,135,35
582592,4.43874e+06,1112.97,135,35
582596,4.43872e+06,1101.77,135,35
582596,4.43872e+06,1101.77,135,35
582597,4.43872e+06,1099.46,135,35
582597,4.43872e+06,1099.46,135,35
582597,4.43869e+06,1088.02,135,35
582597,4.43869e+06,1088.02,135,35
582598,4.43869e+06,1085.96,135,35
582598,4.43869e+06,1085.96,135,35
582596,4.43867e+06,1074.76,135,35
582596,4.43867e+06,1074.76,135,35
582597,4.43866e+06,1072.45,135,35
582597,4.43866e+06,1072.45,135,35
582601,4.43865e+06,1062.45,135,35
582601,4.43865e+06,1062.45,135,35
582603,4.43864e+06,1058.95,135,35
582603,4.43864e+06,1058.95,135,35
582603,4.43864e+06,1058.21,135,35
582603,4.43864e+06,1058.21,135,35
582605,4.43862e+06,1045.44,135,35
582605,4.43861e+06,1043.37,135,35
582605,4.43862e+06,1045.44,135,35
582593,4.43859e+06,1036.04,135,35
582601,4.4386e+06,1040,135,35
582601,4.4386e+06,1040,135,35
582605,4.43861e+06,1043.37,135,35
582593,4.43859e+06,1036.04,135,35
582592,4.43858e+06,1031.94,135,35
582592,4.43858e+06,1031.94,135,35
582589,4.43856e+06,1024.68,135,35
582589,4.43856e+06,1024.68,135,35
582589,4.43855e+06,1018.43,135,35
582589,4.43855e+06,1018.43,135,35
582595,4.43853e+06,1007.72,135,35
582595,4.43853e+06,1007.72,135,35
582595,4.43852e+06,1004.93,135,35
582595,4.43852e+06,1004.93,135,35
582595,4.4385e+06,994.296,135,35
582595,4.4385e+06,994.296,135,35
582594,4.4385e+06,991.421,135,35
582594,4.4385e+06,991.421,135,35
582595,4.43848e+06,981.067,135,35
582595,4.43848e+06,981.067,135,35
582596,4.43847e+06,977.916,135,35
582600,4.43845e+06,964.893,135,35
582596,4.43847e+06,977.916,135,35
582600,4.43845e+06,964.893,135,35
582600,4.43845e+06,964.411,135,35
582600,4.43845e+06,964.411,135,35
582599,4.43842e+06,952.087,135,35
582599,4.43842e+06,952.087,135,35
582595,4.43842e+06,950.906,135,35
582595,4.43842e+06,950.906,135,35
582580,4.43839e+06,947.71,135,35
582560,4.43837e+06,944.047,135,35
582574,4.43839e+06,947,135,35
582580,4.43839e+06,947.71,135,35
582574,4.43839e+06,947,135,35
582560,4.43837e+06,944.047,135,35
582552,4.43834e+06,937.401,135,35
582552,4.43834e+06,937.401,135,35
582550,4.43834e+06,935.893,135,35
582546,4.43831e+06,923.965,135,35
582547,4.43831e+06,924.456,135,35
582550,4.43834e+06,935.893,135,35
582547,4.43831e+06,924.456,135,35
582546,4.43831e+06,923.965,135,35
582546,4.43831e+06,923.896,135,35
582546,4.43831e+06,923.896,135,35
582547,4.43831e+06,923.334,135,35
582547,4.43831e+06,923.334,135,35
582550,4.43829e+06,910.391,135,35
582550,4.43828e+06,908.816,135,35
582550,4.43829e+06,910.391,135,35
582545,4.43826e+06,897.798,135,35
582547,4.43827e+06,901.177,135,35
582550,4.43828e+06,908.816,135,35
582547,4.43827e+06,901.177,135,35
582545,4.43826e+06,897.798,135,35
582542,4.43825e+06,896.886,135,35
582530,4.43823e+06,891.759,135,35
582542,4.43825e+06,896.886,135,35
582530,4.43823e+06,891.759,135,35
582523,4.43821e+06,883.382,135,35
582523,4.43821e+06,883.382,135,35
582521,4.4382e+06,882.316,135,35
582512,4.43818e+06,873.716,135,35
582519,4.4382e+06,879.992,135,35
582521,4.4382e+06,882.316,135,35
582519,4.4382e+06,879.992,135,35
582512,4.43818e+06,873.716,135,35
582505,4.43816e+06,869.877,135,35
582505,4.43816e+06,869.877,135,35
582500,4.43815e+06,866,135,35
582405,4.43812e+06,899.618,135,35
582410,4.43812e+06,898.469,135,35
582410,4.43812e+06,898.469,135,35
582420,4.43813e+06,896.886,135,35
582420,4.43813e+06,896.886,135,35
582437,4.43814e+06,893.492,135,35
582437,4.43814e+06,893.492,135,35
582449,4.43813e+06,883.382,135,35
582449,4.43813e+06,883.382,135,35
582465,4.43813e+06,876,135,35
582465,4.43813e+06,876,135,35
582481,4.43814e+06,869.877,135,35
582481,4.43814e+06,869.877,135,35
582492,4.43814e+06,866,135,35
582500,4.43815e+06,866,135,35
582492,4.43814e+06,866,135,35
582327,4.43809e+06,924.456,135,35
582328,4.43809e+06,924.018,135,35
582328,4.43809e+06,924.018,135,35
582329,4.43809e+06,923.896,135,35
582329,4.43809e+06,923.896,135,35
582356,4.4381e+06,913.745,135,35
582356,4.4381e+06,913.745,135,35
582366,4.4381e+06,910.391,135,35
582366,4.4381e+06,910.391,135,35
582383,4.43811e+06,904.152,135,35
582405,4.43812e+06,899.618,135,35
582383,4.43811e+06,904.152,135,35
582264,4.43807e+06,942.028,135,35
582274,4.43808e+06,941.626,135,35
582274,4.43808e+06,941.626,135,35
582290,4.43808e+06,937.401,135,35
582290,4.43808e+06,937.401,135,35
582301,4.43809e+06,933.588,135,35
582301,4.43809e+06,933.588,135,35
582327,4.43809e+06,924.456,135,35
582219,4.43804e+06,951,135,35
582219,4.43804e+06,950.983,135,35
582219,4.43804e+06,950.983,135,35
582220,4.43804e+06,950.906,135,35
582220,4.43804e+06,950.906,135,35
582247,4.43805e+06,942.799,135,35
582247,4.43805e+06,942.799,135,35
582264,4.43807e+06,942.028,135,35
582219,4.43804e+06,951,135,35
582219,4.43804e+06,950.906,135,35
582218,4.43801e+06,938.104,135,35
582219,4.43804e+06,950.906,135,35
582218,4.43801e+06,938.104,135,35
582218,4.43801e+06,937.401,135,35
582218,4.43801e+06,937.401,135,35
582219,4.438e+06,931.992,135,35
582219,4.438e+06,931.992,135,35
582223,4.43799e+06,923.896,135,35
582223,4.43799e+06,923.896,135,35
582222,4.43798e+06,922.473,135,35
582189,4.43796e+06,925.464,135,35
582192,4.43796e+06,925.315,135,35
582192,4.43796e+06,925.315,135,35
582207,4.43797e+06,923.896,135,35
582207,4.43797e+06,923.896,135,35
582219,4.43798e+06,923.062,135,35
582222,4.43798e+06,922.473,135,35
582219,4.43798e+06,923.062,135,35
582148,4.43793e+06,932,135,35
582165,4.43794e+06,929,135,35
582189,4.43796e+06,925.464,135,35
582165,4.43794e+06,929,135,35
582123,4.4379e+06,931.061,135,35
582137,4.43792e+06,932.569,135,35
582148,4.43793e+06,932,135,35
582137,4.43792e+06,932.569,135,35
582110,4.43789e+06,929.727,135,35
582103,4.43788e+06,927.471,135,35
582123,4.4379e+06,931.061,135,35
582110,4.43789e+06,929.727,135,35
582103,4.43788e+06,927.471,135,35
582098,4.43786e+06,923.896,135,35
582098,4.43786e+06,923.896,135,35
582091,4.43785e+06,919.89,135,35
582089,4.43783e+06,910.391,135,35
582091,4.43785e+06,919.89,135,35
582089,4.43783e+06,910.391,135,35
582088,4.43782e+06,907.775,135,35
582088,4.43782e+06,907.775,135,35
582085,4.4378e+06,896.886,135,35
582085,4.4378e+06,896.886,135,35
582085,4.43779e+06,895.929,135,35
582079,4.43777e+06,885.129,135,35
582083,4.43778e+06,892.107,135,35
582083,4.43778e+06,892.107,135,35
582085,4.43779e+06,895.929,135,35
582079,4.43777e+06,885.129,135,35
582077,4.43776e+06,883.382,135,35
582077,4.43776e+06,883.382,135,35
582070,4.43774e+06,876.49,135,35
582055,4.43771e+06,870.073,135,35
582056,4.43771e+06,870.133,135,35
582070,4.43774e+06,876.49,135,35
582056,4.43771e+06,870.133,135,35
581974,4.43768e+06,896.992,135,35
581974,4.43769e+06,897.02,135,35
581974,4.43769e+06,897.02,135,35
581974,4.43769e+06,896.886,135,35
581974,4.43769e+06,896.886,135,35
582001,4.43769e+06,884.666,135,35
582001,4.43769e+06,884.666,135,35
582003,4.43769e+06,883.382,135,35
582003,4.43769e+06,883.382,135,35
582028,4.4377e+06,875,135,35
582055,4.43771e+06,870.073,135,35
582028,4.4377e+06,875,135,35
581974,4.43768e+06,896.992,135,35
581973,4.43768e+06,896.886,135,35
581973,4.43768e+06,896.886,135,35
581972,4.43766e+06,884.364,135,35
581972,4.43766e+06,884.364,135,35
581972,4.43766e+06,883.382,135,35
581965,4.43763e+06,874,135,35
581972,4.43766e+06,883.382,135,35
581965,4.43763e+06,874,135,35
581955,4.43761e+06,869.877,135,35
581955,4.43761e+06,869.877,135,35
581951,4.4376e+06,867.85,135,35
581933,4.43758e+06,863,135,35
581947,4.4376e+06,866.897,135,35
581951,4.4376e+06,867.85,135,35
581947,4.4376e+06,866.897,135,35
581933,4.43758e+06,863,135,35
581921,4.43755e+06,856.372,135,35
581921,4.43755e+06,856.372,135,35
581920,4.43755e+06,856.026,135,35
581914,4.43752e+06,845.609,135,35
581919,4.43754e+06,854.368,135,35
581920,4.43755e+06,856.026,135,35
581919,4.43754e+06,854.368,135,35
581914,4.43752e+06,845.609,135,35
581900,4.4375e+06,842.867,135,35
581900,4.4375e+06,842.867,135,35
581894,4.43749e+06,841.752,135,35
581868,4.43747e+06,841.129,135,35
581892,4.43749e+06,842,135,35
581894,4.43749e+06,841.752,135,35
581892,4.43749e+06,842,135,35
581862,4.43744e+06,830.789,135,35
581865,4.43745e+06,835.674,135,35
581865,4.43745e+06,835.674,135,35
581868,4.43747e+06,841.129,135,35
581862,4.43744e+06,830.789,135,35
581862,4.43744e+06,829.362,135,35
581862,4.43744e+06,829.362,135,35
581863,4.43741e+06,816.853,135,35
